Guid,Aid,Rid,Level
003d0f30-bac9-41b8-a7cf-57c4eaa226a6,ea7c9f71-1c57-40c7-9b63-7f1d5565036e,f2e110e9-2185-48de-9e01-ac11cdda31c5,1
004236a8-212c-4c1b-ac46-34b8176da3be,4cfa9f6d-94c8-4ec9-a6ad-4531d0dd0c32,a80a71a9-dc86-45f6-827c-36b7092003a8,2
004482ce-3f03-4e3e-8b7f-f6b045525589,4e2bf5a9-e0b3-4b6a-9e6d-f8506f5dbf07,ae7b0fe9-f77a-420e-bd47-f56baec69ed5,1
0045def2-b90d-49a0-9d31-bc53aa730b40,926d27dc-152b-4524-8f2e-819a5fee487b,6c38cc77-7ce2-4f45-8db5-3f91ffc72635,1
004b0890-59bd-4d21-a0c5-728a83dd8046,d514ccf7-a5fe-4694-969d-cb5e4ecced0a,42e76e88-ac70-4d24-bc38-b471f7fdbb02,2
004e3411-45ec-486c-93c3-aa92dd2ef177,c003f110-7d28-4521-8e19-7fd02e281405,a5d827ae-23e7-497a-9df8-13c6fac4be43,1
0054676f-f3ec-4743-8129-afd89bb3486e,573f27fb-2492-4cd1-9db2-64ce804426ac,8292bd94-d523-4aab-826e-0a3d994ca639,2
00563e6e-deff-4db1-9501-0170a852b3fa,99f0338c-79fd-425c-81b0-2e95f133b84e,db1009c2-095c-4f82-bba7-77b7b7865f03,1
00569602-1da7-4e22-b616-d48cc51163a7,c0344663-b1d8-4162-85a6-985514557839,a5d827ae-23e7-497a-9df8-13c6fac4be43,2
0058cb71-6bce-4edc-bdf1-d19ce0d7935b,8ef0a9f0-2dcc-4990-a46e-eb30afb558a5,d34701f4-649d-4739-8cfb-4dd8634a3c26,1
005c25fb-87e7-4eaf-a9c4-0ad718c15c41,3b05ea92-8f41-4d1f-9b9f-1efb27d55b2e,18ef1f90-6f1d-42c0-aaec-25e5da297c87,2
005e42d8-d991-4224-a5fa-86b2760f86e8,d2c83afd-f121-4a46-aa0c-2a65ba1c33ae,cf18d409-9e45-4c5e-98fa-b6f6cb8169ee,3
005e5aad-6a6c-4d9b-b16b-e6e4a5632740,30a37a72-dd45-4b40-984a-b422d12d7317,2dddc513-33dc-4236-888a-c18a77a3742a,1
00606cd7-89ec-480c-b9fa-656447bced4c,a0739855-beb3-46b7-9a2a-f707acf579b1,aecd7fd8-9988-4a8e-a5fb-d3a4f0afb350,2
00643ba3-1a9f-432e-9c6c-89210b516e8e,85d4a924-80ce-4bd4-805a-a5b2e8c72aa5,ae90b3ac-d723-4d0e-a579-947418ec669a,1
00663e38-1a01-45c7-b214-74a5db890d0b,5463a65e-e89f-49e6-a507-6f90854220ad,d8853993-dfe0-429a-a142-a795513163ce,4
0067c9b8-c78d-44a0-9092-e1a7369035ee,d294530b-d493-4c41-a20b-73a1328b028a,5c05215e-a008-4b14-9705-6db70b462d02,2
006de6a2-26f1-4a5f-8394-02913d2d74db,3fcb3695-3384-44bc-a964-ac15394dcb18,b6f5bf46-53d4-4236-a0b1-67bd6cea7288,2
00784be9-794a-49bd-885b-b978c7097b47,d1263ff0-ee51-4561-96e2-dad092b0aa47,c746c74d-a675-4ddf-b085-b19a2c02501a,2
007f6a5f-f01a-4e32-8b2f-8acc628f1e5f,a7f8c4ed-7f67-44e0-be98-bac2f4f116bc,b54f25d7-f2c1-4529-82f7-097f45396163,1
0084b4e7-b4cd-4904-b9b4-9b2679400db9,4ae2df1a-05ad-45de-bb00-deb9a2980185,8245485e-ca0b-4a3b-a02f-62e51bf82852,1
008880ac-bceb-4242-9935-f1875695bab0,51cca135-3863-4463-a10c-ac41fb5e0edf,952e0cc7-b3a1-417c-a876-38940330b0d8,1
00889668-0120-4551-8959-c4c46ec8ab98,78ef5c1b-bc99-4a00-ae10-6e1f98f1984d,dc5d524e-8197-425f-ae4c-8f1ea83b7913,2
0089303f-f210-4980-a876-b0e49eac6803,5341d911-7a27-43b0-a547-ee1fd9b68c0e,684bb139-3cc0-4d55-90d5-14cf454a829f,1
008ab440-d4e8-4446-865d-13006403d9f3,ab909cf8-d210-4d1a-9854-3feaf99d86ae,ab2acd44-9b2f-4d70-ae3c-ba6b24b74472,1
00935273-276e-407b-8fd1-a01ec7f009db,e66c7bd4-d381-4b7c-9744-89fc61b3f714,ff235b5a-ab3c-4c5d-8abe-cf0c8cbe2e51,2
009395d1-42a6-405e-82c7-b245a943f66f,173bb5a7-ee6b-497d-b811-45250061d729,9c010cad-0075-46ae-b86a-49f8a1980023,1
00951657-2d7c-4412-b44a-0b11474803fb,777ebbdc-3503-4b46-96fa-29801289f2e0,cda22290-098e-4c07-9fab-ac6254ef0598,2
0095bcc8-9c12-4280-b22e-6291c507798f,4dd4a618-e891-4725-a7e3-c0a737ceb8c5,b940fa7e-86ac-4580-8fc3-20a6c0cfbce7,2
009c2046-76df-4079-963b-1aff9cb2ff2e,3759e57e-283c-4ed5-a762-ef4330c24aef,cf775e9c-e998-4b1a-a2d4-3f97759c26a9,1
009d3d76-f886-4df6-aba3-47524fa6e430,78830d63-4161-40fb-905f-e97a96a10583,15ddf6de-3e02-43df-9c73-7d5574f58213,2
009d7185-11cb-4947-a4fa-8c9c903a657c,a8d522a1-34b8-4a59-9787-d2115ee25a98,b1f95883-10ee-4427-98c4-f9cc750577b2,4
00a43f34-4d8b-4b01-a02e-db64643f412f,0c096a9a-65c3-49eb-a44b-7b38ac8c15b8,c7356614-219a-495e-92a3-d1ce839d4d40,2
00ab1389-1f4c-4473-9d8f-2c9de4748f25,2f3fc62c-8da5-492e-97da-3a0c2f0c2126,ae5298bc-a2b3-452a-ae6c-6da971ca6b16,2
00ac15d7-bb74-4e72-8cd5-7f5fac362fa4,94223446-330a-4e18-834c-9ee1f8afcd6e,beefc767-fa57-42a5-b2fa-a07e58dade60,2
00b54553-715c-471c-8654-afd646362e83,dd06fab3-333f-42e7-a794-659484b38da5,c94a0d3b-c9da-4484-b877-c3f4f8285657,2
00b8b5b2-6c43-48cd-b283-2ecaee6fb556,c7f1de09-366b-442d-af94-541c3cff7739,1fc45348-bd9e-4bf5-9895-340a9ba002f3,2
00b9589c-0e43-4e7b-ba1a-7cdd3a6a4c40,9d92732a-af5a-4dda-9698-efb82772902d,8b67ecac-7bf1-4830-9ae4-ccc0900a172e,1
00bd9742-53af-40de-8684-f5aa9f9c7d84,6426401c-69df-41c7-9e30-2925387495f6,cda22290-098e-4c07-9fab-ac6254ef0598,2
0147f62f-a76d-41be-98b7-29e1c53d66f5,75498853-ce1e-47e2-aaae-1e280e2dbf72,1ad83f01-ce17-46ed-afca-f5610f85d737,2
014beadc-8f31-4420-b124-549ed759da01,f8b947b4-4227-48e3-a6b6-8c7372fa3705,2f006fe2-c050-4cfc-9304-cf4dd8af6861,2
014cb533-ef38-4a75-b63d-f0e717daec57,7534457d-0028-4834-8186-daa048075980,6fe2ebfb-7583-46f2-9aaa-e66f20e85b3d,1
014f4dce-15f3-4986-acea-f29aaba547b9,cb9f09f7-a3f2-434c-a152-7e1b282e7369,082b8bb6-50e0-42ed-9cd7-a5c37a29e645,2
01542aa2-b0fb-4710-968f-e401d6335e59,d2dcca62-8e45-4cae-b4c1-a0d5d2776774,b931267c-2df5-40ce-a2c7-ecc513ced32b,2
015a3d18-28e9-4086-a0d8-b8963730561b,3f92edd0-8326-47de-a00f-4856da3e60ea,44a3e6d5-9164-4b4d-96b4-a712d46e2c8b,1
015e3308-fb70-4418-ba16-e0f2507c835b,d4f1ad9e-e3a1-4f5a-b2a6-71af0ffae38f,ff2bf7dc-7bd5-470a-a890-b46b09713c77,2
01628d25-23df-4792-8b82-b52e9693df25,3e54be9c-8b99-47d2-9a7d-c8ff8fd0573b,d49abe3e-755f-4a80-8b1b-bad87588f141,3
01660777-5eeb-4f92-a6ee-5b87dc931b5e,8ab010fc-484f-4494-99a4-af9eaf5fe7f8,fe5abf02-4272-40fd-8b6e-a4e827c7e762,2
01675661-8307-46bb-91b1-1c6b07135994,ba52691c-4a1b-43a5-be42-ca0c574f7af9,07f2949c-54d1-437e-8d59-ed9084be2d2a,2
016ef9d9-d2b7-4e2f-ba0e-fb43c3759521,7456f4b1-5fe4-4444-bc1b-cf73d136a3a7,0d8ef8e9-dab3-40f7-9554-2e527cc180da,2
01722931-c570-410a-9275-f5e7a31f3ed2,f872d372-547f-412d-bf6d-5bb29806ff9f,cda22290-098e-4c07-9fab-ac6254ef0598,1
017e48d1-9eb8-43de-9fb1-86b3d53791f1,65d16f94-3df0-4a22-8833-1960ef7f07d2,1a1b2e19-a70e-4a61-8d92-492543be7e82,2
017e4b40-9470-4e25-ba9d-5724416627e5,4de9981d-7253-4dea-ae7e-a53b39a02db7,dc5d524e-8197-425f-ae4c-8f1ea83b7913,2
01811d65-9bc2-4a69-8ef5-fae4a5d9bba2,c4cb9551-1652-44be-aa78-e35ac3b5449f,c746c74d-a675-4ddf-b085-b19a2c02501a,1
01842c4b-7aa1-4c33-af0a-47cf8545644d,356d66f2-1d82-4b56-8402-63e1dbebe7b9,b54f25d7-f2c1-4529-82f7-097f45396163,3
01849170-4198-4330-a80b-81f12a84fa57,9a99efc7-c6bf-45f3-bedd-57b92e6129bf,42a03c7b-1288-4192-8a2a-f4881976c88a,1
0186938b-752b-4bc9-b29f-0d3a10c155c5,65096798-a313-4a7d-a34a-8394f70355cb,082b8bb6-50e0-42ed-9cd7-a5c37a29e645,1
01899637-748a-42d6-96eb-f4eb10883047,87d56603-7c7e-490d-b489-c49805cd6c08,65d92a5d-175c-484f-9d8c-2f035bebb02d,2
018fe564-3e11-4994-82c6-c2aa98f789ce,6d0a12f1-510a-41db-b9dc-4dff3260c22a,5c5f67d8-f2d8-403b-9e85-4221df93bc0b,1
0192b73c-6667-436c-8c5a-94af638bc6cc,ed2fa6ec-e5a6-4a5f-8b35-4add93998431,4e00281d-682d-404a-bbfe-c3c0100dd2ed,2
01980fbe-74f2-47f7-9db9-95d558787d7f,180a6d8b-9523-4b27-8ac4-3b22614ba4b1,aecd7fd8-9988-4a8e-a5fb-d3a4f0afb350,1
0198b633-e765-4733-b89a-dacf97fd035c,43be976d-43ec-4fd1-ad44-b3e39e3a60cd,4e7b3fe7-a40d-47f3-8614-2b9e046fcb3a,2
01a2d631-491c-4f40-ae69-f1ce84b165cf,d5e3ee9a-dfb6-4544-b517-5cdd6b1ce30f,ad71ccb1-7d2a-4c81-9814-e8fd122dac8d,1
01a3c58e-de34-4fb2-90d5-fc5b07898589,14ecb47e-58f2-4654-9bc9-fc138db23b0b,a5d827ae-23e7-497a-9df8-13c6fac4be43,2
01a6917c-e7e8-4efa-b04c-932d718a49e0,ccc84e70-c3df-4e3b-945c-4eb104c991eb,dbe9178e-854a-41a1-95e0-ac539c1b890d,2
01a777a8-189f-4058-a1cb-2dd920cd1dbc,1c361f21-36d4-4d19-b6f6-3ec887c88818,ab2acd44-9b2f-4d70-ae3c-ba6b24b74472,1
01a81137-5316-4991-ba5e-ce3c53295c1e,0e571341-7aad-40fc-848b-96f71b843f19,caf9831b-a89f-4066-b96d-84491982df4a,2
01afe4fe-c6fa-45fb-8241-a511ac875601,b21ea9a6-91bd-4b0f-bdf4-ccd17d69d47e,c305f17b-f910-4b45-bc3d-19c6aa5d7c75,2
01b319d2-5198-402c-9490-5df87c2a03cb,df101369-5d29-4f07-b5bc-91dec21c51c7,cf18d409-9e45-4c5e-98fa-b6f6cb8169ee,1
01b6a70f-1423-4176-8a24-cae11a53c80a,f7f05a45-ea94-4390-9bbd-86d6b5f61d4e,08bb580d-c766-4dc3-9fe9-ac9ce2943bbf,2
01bee627-f5c2-4ccc-84d8-55c5386ab1e9,d6fc67ff-a056-4973-9bd8-980d2752b84d,2eeacc24-ddb6-44cd-8803-e065db34bdec,2
01c06024-38f3-4509-aa1d-f79b450db163,fa1cff90-ff75-4a87-8090-ef837cbe4f02,f575a5d9-ee3f-4a11-83bc-404fa4b6a356,4
01c3025e-a3c4-4c40-b376-fd84ef488263,c2e2692f-c87f-4c96-8284-a074840e794a,1fc45348-bd9e-4bf5-9895-340a9ba002f3,1
01c3eeae-034a-4c39-9ae2-4ade467ad329,43ab7495-a25a-4fd0-867c-12f02718624a,0e292e11-2597-4070-b615-6e0ccb2739e1,2
01c64217-2089-4d71-9590-2ab6280fef7a,6d26da1d-f959-4987-abd5-1f5dc3f488cf,2eb48023-4d54-4744-9793-d07ed4d966e5,3
01ca107d-be38-45e2-b223-4f699fb09186,e1022fe4-237a-4920-8d63-a3372108dbca,1b7c2e5c-58c0-45f4-b6d7-31a4f3abb098,1
01ccbc4c-0f2d-4c53-8e7a-30d74bab89b0,c33fbaf8-e0f2-4f4b-ab18-577418dee589,2dddc513-33dc-4236-888a-c18a77a3742a,1
01cdc036-7637-49d8-8ea5-082cf1c82f78,39c6eaab-29f7-41a8-8f77-7577f7bea7e2,af64e6f2-ef20-4158-b0f7-8c0ee99ca32d,1
01cee64d-9ff9-4a77-982c-2ba7453d9f5b,f3f84c19-745a-46ee-8306-a260ada7c4f0,caf9831b-a89f-4066-b96d-84491982df4a,1
01d0b83c-5f1c-458c-9a8c-d7b959015f36,88e83a0c-f2a2-4987-bfc6-c6c387afbd06,95730aa7-5541-4de0-905d-95ea72e70962,2
01d2ba37-faf6-4e91-83aa-5b3948120f5d,622eb644-f59f-4683-a4ca-5cbb76772ad9,fcd26daa-0d1e-44fe-a92f-4bf5f22fc01e,1
01d8aea7-47f9-4456-b678-441edaf254bc,eba0da66-e880-43ff-a287-ad7333bd8d42,59cc834d-7948-4bd7-946a-9b5999a5a774,2
01da472e-5eb6-46d7-b128-a12bd56c8130,015e77f6-48d8-4201-8bad-9b63fddf0f6f,c94a0d3b-c9da-4484-b877-c3f4f8285657,2
01daca40-5d3e-4beb-bb0f-20e0a17f6028,2f9c4633-4f60-4af9-87b2-1b2b03ebedc8,2217f0d4-0a0b-4793-8f73-17ba86eaa66b,4
01df4b45-7b53-44f1-bc4b-05d0da3fb060,3f64e758-00fc-4036-a335-de36a46cc81c,cda22290-098e-4c07-9fab-ac6254ef0598,1
01e023ab-5e7b-4e26-8a57-5dcbeb68bb6d,6a151cf0-79f3-4073-b5f2-999d94f4a12f,f2e110e9-2185-48de-9e01-ac11cdda31c5,1
01e070c5-70f2-41a9-bbf1-cc3778652bfa,057f9df7-fec0-4ffa-8b1c-5f4955a6a78f,3e2268d0-9a1e-4191-9927-0b64c516a374,2
01e1e1f1-de6b-439b-b95a-cd8f36eb9d32,fb9491f9-0cb9-443a-b6ab-e7b36b6ddb73,ae901ca6-65ef-4530-af2e-15fc2b28aabf,2
01e4c7f3-16b1-4fe8-a5f7-1b1fec273f5f,11d8e28d-48df-40f2-8c95-15a223178328,b1f95883-10ee-4427-98c4-f9cc750577b2,2
01e57ffc-b7a8-49e2-a400-6531f7d8dcc2,43ac397a-831f-4bb8-ad34-3d0ebd69b961,f877ef35-1212-4022-9838-8eeb96befdc1,2
01e9fdef-f056-4e88-94d9-b7e86dc91776,d9787a74-3f41-44fa-a16e-7761afc1022f,6a3d1c85-51e1-47d0-8d3d-51875ba1dfaf,1
01ef0d92-1ed8-4020-a13b-04ce5b230183,5c5b1e43-18be-4748-9d61-d0555e1b236d,fd0d9231-ce5e-4c5d-8058-3b5c27db7cb7,1
01f1ff8d-607f-485e-aa1b-48518530b707,53b2e6de-e3df-4b67-9dd5-a75866a1aa0a,39a24898-c30a-4440-a387-c04e8982cacd,2
01f43b38-44cf-49d0-979c-8b6f89cb35aa,f14b4407-c7e6-4b27-b406-34b25b4ea03e,7c541410-eb58-477f-bd58-f76a3cb057d8,2
01f52803-af5f-4de4-8ddf-00e0456cb85d,d6301962-1859-4f3a-be06-62e8171f159f,f53c5ffb-0769-4264-9f1d-58a4c96a24ec,1
01f5fdaa-d767-4067-8bdb-4cf4146edf26,65e0657b-919b-41ab-8e82-5aa07aa0bd5d,9c010cad-0075-46ae-b86a-49f8a1980023,1
01fac713-53b6-45af-8241-bb2269e68e11,8a183198-8885-4f73-934e-160a9424ec9d,ff235b5a-ab3c-4c5d-8abe-cf0c8cbe2e51,1
01fbd3b0-5a2f-4b4c-801b-f2c4a2f3fc1a,d0dc9121-024d-4b3d-985a-b9b9e1a8b08d,c7356614-219a-495e-92a3-d1ce839d4d40,3
020072d5-cce6-4f30-8d3b-4c072c85aa3e,9ae23db2-d03c-4eb9-b804-3e299287726a,8438fd94-6e45-4cc7-8ae5-26951175360a,2
0263b54c-1add-4cf9-8e54-efd8812aa214,777b2b5e-6e46-4d79-a6b9-5cf50bc2ac75,eb9e2e1f-f83c-474b-bd90-777fd2e42a97,1
02692b5c-cab4-4bfe-be7c-4e79377a3309,d5bc4a67-7e62-4e8d-941a-b488adac98a3,6865f5ab-6df6-4330-a5af-44953c4ee81d,1
026bafcc-9b01-4363-b47c-a396efd6bb6a,42e1061f-c133-4501-a445-a53223808282,4c3e8137-fab9-4b7b-90ab-2dbca7cd74d5,4
026d067f-3d89-45a5-9376-37f1f5e22426,b6685bb3-4d2b-4d51-9c7b-12fafb6d2f5c,eb9e2e1f-f83c-474b-bd90-777fd2e42a97,1
027477f7-3146-4a5f-9fc1-6c0664b7df56,93a837bf-7887-4f65-8e9e-8c410ae7282d,3c3fd212-88d8-4851-8d8d-ddc8ab344a2d,2
02797311-75d5-484f-b3ca-dd41ccc2d9f0,6d47fd66-5566-43c1-8af6-4a3832782ac6,69aedc5b-7ce5-4b1a-ba84-82784ec43486,4
02822df7-0134-4dca-8518-08ab3f3545da,c171b973-0f65-4e74-a1f2-ce1171fc1803,ad71ccb1-7d2a-4c81-9814-e8fd122dac8d,2
0282f5ba-5279-4619-8f5b-6ea276d34624,08250a7a-2ef7-4f66-83b7-214c8f033cbe,48d6c4ac-7cd3-4fce-8bcb-7f09a540f711,1
0284f39b-b462-4b17-9763-83531d3c4082,d5addd8f-4e6e-4bbe-a3d7-dfbdba01d45e,2725c6de-ce0b-41cd-9e0c-ae4ca63005da,2
0285d774-ffc3-42be-8aef-3170a042a7d1,dc6b6ac5-33e0-4bc3-9644-2c540ad5a06f,48f810f9-53d3-499f-957a-e27bd40da5fc,2
028b6f26-e87c-4d3e-8ae0-8c9d7df38fab,b3b85d5a-d44a-4c80-be41-dae8edc7a6e1,f2e110e9-2185-48de-9e01-ac11cdda31c5,1
028f0c9f-bb5d-4337-84d0-e6a56d7d53b0,2d0d1409-43fd-40b3-8249-b15e9375fc78,ae901ca6-65ef-4530-af2e-15fc2b28aabf,2
028f6fa9-4b83-4368-aff8-a04edaf40b34,9b58d0cf-69a3-47d3-991d-106b534b83ca,26a1c0af-9644-4e29-a955-9839e96b19ed,2
0294b006-0e8d-425d-bd0b-1345d00986e9,9387f8fd-e6f2-44fb-b227-1e571a16de2e,dbe9178e-854a-41a1-95e0-ac539c1b890d,2
0295a380-2e6b-4fac-a17f-8967530e2989,5891c61b-e477-4898-b7cd-e4a1afbe4bba,2f006fe2-c050-4cfc-9304-cf4dd8af6861,3
029a00e0-ad2d-46d6-90ee-de95b3871118,83bdc8e6-bb23-470d-8fdf-e0f44478f6b4,1b7c2e5c-58c0-45f4-b6d7-31a4f3abb098,2
029b5f02-00af-4ed5-b292-6acba9a5aa9e,8b029e24-39a3-43a5-b065-e1549e5f993b,601dcac0-98da-41e6-bdb9-0c239dfec47f,4
029d00ee-00b0-4f48-b4c7-c3598c704a9b,b4450dbf-3a84-41ea-9d3a-7a23dc0652f9,1b7c2e5c-58c0-45f4-b6d7-31a4f3abb098,2
02a0adc7-8012-4060-ba69-71f7c438d4c9,e493c512-31be-408d-8a6d-198a85a4d20a,27f6836a-55ec-4934-aa12-52a69996282c,1
02a4f2a4-018e-4c93-beb4-bc54b2b91a76,a4a03945-fa42-4c8c-9a4d-3d18baac662d,48f810f9-53d3-499f-957a-e27bd40da5fc,1
02a5e9b1-6ff1-4134-832d-b72adb1a0d14,1bfee845-ea67-4946-8c83-474d4c1e2244,6a08290e-b4b3-4291-9bad-5190eb158962,1
02b0422b-7670-4cbb-90ab-100c48f548c1,bbf582b6-4f41-432a-8cf4-46596b15855b,44a3e6d5-9164-4b4d-96b4-a712d46e2c8b,2
02b15c09-7f49-49ed-8232-eab25ba09b3d,a5eb8293-f9ce-4b72-b6b2-6cc36a639364,c42fe676-00dd-47f8-8bc1-05d389ff5735,2
02b367a4-250c-403c-b5bc-023b2098b576,a20104a3-3ac5-4e77-8878-194fd6e7ef60,8292bd94-d523-4aab-826e-0a3d994ca639,2
02be7db0-7c83-40e8-b4a8-5aec62c659bc,47fb8f9c-0f0d-4bd0-b5fa-692efbf56722,aecd7fd8-9988-4a8e-a5fb-d3a4f0afb350,2
02bea918-bc35-4679-befc-0362d926b985,0cdc99c2-6c66-4e86-86c1-10cc78746afb,69c7bca6-459d-4c3f-8363-b77877fe9914,2
02c1deec-980b-4f57-9064-bff81a9f30bf,58fa03db-72f3-4589-828f-222870889932,15200e46-bef3-4c92-96d9-f4b4d5350962,2
02c2819b-09f4-4142-8f46-55c7dd00b454,dca8d546-6e9c-47ad-9e6c-5178ddf667ce,78b57ca7-2f49-4050-a6c2-2306170d4781,2
02c2dd37-9d19-4ec4-8e25-69b6ba87c7cb,a8e8e2df-d327-4bb7-a3a6-c51877a9068f,6977b12d-e7f8-49f6-898e-9889f410ca82,1
02c321fa-5f5c-4dc7-a3d7-d8fb96a9a5c1,24048a88-d696-4d81-a326-d53333c2b410,c10c6415-32f8-4750-a024-617ffd31688f,1
02c522d6-eafa-4426-97b9-92743ecf4adc,c76e1fbe-27e2-4ee6-95fd-ee216f15f6c7,d6310c67-c448-4ea2-a7ea-dfe9805a18a5,2
02ca0ebe-8a47-4ab9-a826-0e460594e63a,6450f0c2-1834-4af5-b34e-b2f3f7524b10,42f8bfb2-b43a-4292-a229-5d52d47cb252,2
02cdfb76-83a7-469a-99d0-4b4f2d312d9b,6484c387-e907-4587-bd83-083da1af3dd5,2dddc513-33dc-4236-888a-c18a77a3742a,1
02ce2cc2-a35d-425d-971d-8ea5fed87178,af03cb8c-7009-421d-95da-ff1a176132e7,8245485e-ca0b-4a3b-a02f-62e51bf82852,1
02cf5900-908a-4d14-b332-4eae9bfb2441,2bf29d55-4b0a-47a8-83aa-5762b82a88ea,b1503e5f-80b7-41dc-9ed7-a6d4018d4786,2
02d4611c-afbe-49ed-bb0e-0cd8aefac08b,9607f4ff-2ec4-4925-b144-27eb23e3b2dc,f159cdf7-3253-4aec-91c7-103cd0a0b62d,3
02d7d3e6-d049-461f-a67d-6c66870d0d0e,dbd22b14-4e99-4f98-9cf0-7521c38043c3,71056625-7eab-4c7c-b455-ebb92b92f6e6,2
02d849a6-f946-4a5f-8b3c-857754041808,8247cd82-34ea-4674-8e78-dfd2f3e13395,beefc767-fa57-42a5-b2fa-a07e58dade60,2
02dba340-efc6-4c79-8419-046f0ef7b06c,2e15e5ae-ce84-42fc-9c0d-355dc30c5bb4,eb9e2e1f-f83c-474b-bd90-777fd2e42a97,2
02dc65f9-31df-49c0-b6c9-0cf2e43cfc7f,4b25f31c-0b98-4885-9b76-d7a2f2966f2d,e275c8a6-3969-405c-8353-8f7211e6049d,1
02ded835-3811-4bcf-8a9e-12c64274ee5b,2345e969-592c-4bfc-abfc-88c78110f2e1,ce77b105-bcf1-4728-9351-020a929301ba,2
02e49926-dbb9-42ac-98cd-dc67b2f8f93a,273e48a3-7dc8-4c68-81cc-8b7d72db02df,0e04128e-a6aa-4c84-990f-d1e657e8dd0e,1
02e5cd1d-d806-4ffe-b1af-eb6f6dd889ab,54032dbd-41dd-4ca3-8054-0d8a881a30ef,8b67ecac-7bf1-4830-9ae4-ccc0900a172e,2
02e718ef-f70c-4940-9a86-b49955f65bf3,680b62da-6fe1-4003-9e8f-061ec514972d,1d541184-37c4-4b7a-86c3-c4bb6849cc70,1
02eaa436-0579-4272-b969-35b816add783,f08ae697-8baa-4a26-8bae-353a51f56de8,a5d827ae-23e7-497a-9df8-13c6fac4be43,1
02ed9d64-1b59-49cf-97ef-b8815649eea0,a3b4ae77-0fdf-4536-97c9-48f38c509507,4e7b3fe7-a40d-47f3-8614-2b9e046fcb3a,1
02ef0c90-daa7-42f9-89c6-34a22a068c2e,53fa792f-070a-4245-b87b-6b18ddcd9576,f9619c22-db99-4fee-9be6-9786db272b43,1
